code	producer_product_id	producer_version_id	lc	product_name_ca	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_gl	product_name_it	product_name_la	product_name_nl	product_name_pt	product_name_sv	product_name_xx	abbreviated_product_name_fr	generic_name_ca	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_it	generic_name_nl	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_cs	origin_es	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	producer_it	producer_nl	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_cs	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	omega-3-fat_value	omega-3-fat_unit	omega-6-fat_value	omega-6-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	added-sugars_value	added-sugars_unit	fructose_value	fructose_unit	polyols_value	polyols_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	bicarbonate_value	bicarbonate_unit	calcium_value	calcium_unit	iron_value	iron_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	cocoa_value	cocoa_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	warning_fr	warning_nl	nutriscore_score_producer	nutriscore_grade_producer	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
8410810011691			es					Mermelada extra frutos del bosque																					Mocitos	mocitos		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas del bosque, Mermeladas y confituras multifruta, Mermeladas y confituras de frutas del bosque variadas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:mixed-fruit-jams,en:mixed-berry-jams	Punto Verde	en:green-dot	España	en:spain			0																													100g	100g			180	kcal	0.1	g	0	g	42.8	g	42	g	2	g	0.4	g	0	g	0	g			180	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	c	8	b	60	1	31024	-5	-15	1	0																App - elcoco, Apps, App - yuka, App - El CoCo
4011800808013			es			Holsteiner Pflaumenmus		Holsteiner Pflaumenmus																	330g		Vidrio	en:glass	Schwartau	schwartau		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:marmalades			Alemania, España	en:germany,en:spain			0																													100g	100g			195	kcal	0.1	g	0	g	46.8	g	44.6	g			0.5	g	0.05	g	0.02	g			195	kcal																																					en:glass																									en:sweets	en:sugary-snacks,en:sweets		unknown	c	10	b	73		31024	-5	-2	0	0																App - yuka, Apps, App - Speisekammer
8402001008771			es					Mermelada de guayaba																					Hacendado	hacendado		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas tropicales, Mermeladas y confituras de guayaba	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:tropical-fruit-jams,en:guava-jams			España	en:spain	Hacendado	hacendado	0																													100g	100g			261	kcal	0.5	g	0.1	g	62	g	62	g			0.5	g							261	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	unknown		b	60	1	31024	-5	-15	1	0																App - Yuka, Apps
05816453			fr						Mermelada extra de cereza negra																250 g		Bocal en verre, Couvercle en métal	fr:bocal-en-verre,fr:couvercle-en-metal	Tamara	tamara		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams	Point Vert	en:green-dot	Espagne	en:spain			0																			cerises, sucre, correcteur acidité: acide citrique, gélifiant: pectines.										100g	100g			181	kcal	0.5	g	0.1	g	43	g	41	g			0.7	g	0.04	g	0.016	g			181	kcal																																				en:lid	en:metal					en:jar	en:glass																			en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	c	9	b	71		31024	-5	-4	0	0																App - yuka, Apps, App - Open Food Facts
3608580963141			es					Intense mermelada de frambuesa																	335 g				Bonne Maman	bonne-maman		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas del bosque, Mermeladas y confituras de frambuesas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:raspberry-jams	Punto Verde	en:green-dot	España	en:spain			0																		Frambuesas, azúcar, zumo de limón concentrado, gelificante : pectinas de frutas.											100g	100g			162	kcal	0.1	g	0	g	39	g	39	g	1.6	g	0.5	g	0	g	0	g			162	kcal																															62	%																														en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	c	7	c	50	1	31062	-5	-15	1	0																App - yuka, Apps, App - El CoCo
3608580706397			de			Marmelade Erdbeer-Walderdbeer-Konfitüre Extra																			370g		Glas	en:glass	Bonne Maman	bonne-maman		"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Frühstücke, Brotaufstriche, Fruchtbasierte Lebensmittel, Pflanzliche Brotaufstriche, Süße Brotaufstriche, Konfitüren und Marmeladen, Konfitüren, Marmeladen aus roten Früchten, Erdbeere Konfitüren"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:strawberry-jams			"Österreich, Frankreich, Deutschland, Spanien"	en:austria,en:france,en:germany,en:spain			0																Früchte (Erdbeeren 40%, Walderdbeeren 10%), Zucker, brauner Rohrzucker, Zitronensaftkonzentrat, Geliermittel: Pektin (Citrus)													100g	100g			241	kcal	0.1	g	0	g	59	g	59	g	1.2	g	0.4	g	0	g	0	g			241	kcal																																					en:glass																									en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	11	b	73		31024	-5	-2	0	0																App - elcoco, App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - Speisekammer
8480010092356			es					Mermelada diet albaricoque																	225 g				Eroski	eroski		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Desayunos, Untables, Frutas y sus productos, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Confituras de albaricoque	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:apricot-jams	Punto Verde, Sin azúcares añadidos	en:green-dot,en:no-added-sugar	España	en:spain			0																		Albaricoque, agua, espesante: pectina, acidulante ácido citrico, educorante aspartamo, conservador:sorbato potásico, antioxidante: lactato cálcico, ácido ascórbico, aroma											100g	100g			40	kcal	0	g	0	g	9.3	g	6.2	g			0	g	0	g	0	g			40	kcal																																																														en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	b	0	b	70	1	31037	-5	-15	1	0																App - elcoco, Apps, App - yuka, App - El CoCo
8410727122008			es					Mermelada de albaricoque																	330 g				Eva	eva		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Confituras de albaricoque, Mermeladas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:apricot-jams,en:marmalades	Punto Verde	en:green-dot	España	en:spain			0																													100g	100g			171	kcal	0.04	g	0	g	42	g	42	g			0.32	g	0	g	0	g			171	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	c	10	b	70	1	31037	-5	-15	1	0																App - yuka, Apps
3045320097610			es					Confitura de frambuesa																					Bonne Maman	bonne-maman		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Desayunos, Untables, Frutas y sus productos, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas del bosque, Mermeladas y confituras de frambuesas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:raspberry-jams	Sin gluten, Punto Verde	en:no-gluten,en:green-dot	España	en:spain			0																													100g	100g			239	kcal	0.2	g	0	g	57	g	57	g			0.7	g	0	g	0	g			239	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	d	11	c	50	1	31062	-5	-15	1	0																App - yuka, Apps
8426959000236			es					Mermelada extra de calabaza 100% natural																					Sabores del Guijo	sabores-del-guijo		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Desayunos, Untables, Verduras y hortalizas y sus productos, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Productos de la planta de la calabaza, Confitura, Calabazas y derivados, Mermeladas y confituras de calabaza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:vegetables-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:pumpkin-and-squash-plant-products,en:jams,en:pumpkins-and-their-products,en:pumpkin-jams	Punto Verde	en:green-dot	España	en:spain			0												ES 21.16550/CC EC	es-21-16550-cc-ec																100g	100g			235	kcal	0.1	g	0	g	58.8	g	44.2	g			0.4	g	0	g	0	g			235	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	c	10	b	60	1	31024	-5	-15	1	0																App - yuka, Apps
5400141424614			fr						Confiture de cerises																40 g		Produkt	fr:produkt	Kersen	kersen		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de cerises"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:cherry-jams	Point Vert	en:green-dot	Belgique, Espagne	en:belgium,en:spain	Colruyt	colruyt	0																													100g	100g			159	kcal	0.5	g	0.1	g	59	g	5.3	g	0.8		0.5	g	0.025	g	0.01	g			159	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	b	1	d	25	1	31038	-5	-15	1	0																App - yuka, Apps
8410175059529			es					Mermelada de piña													Mermelada de piña				350 g		Bote de vidrio	es:bote-de-vidrio	Hero	hero		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Desayunos, Untables, Frutas y sus productos, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas tropicales, Mermeladas y confituras de piña	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:tropical-fruit-jams,en:pineapple-jams	Sin gluten, Vegetariano, Sin conservantes, Vegano, Punto Verde, Sin colorantes	en:no-gluten,en:vegetarian,en:no-preservatives,en:vegan,en:green-dot,en:no-colorings	España	en:spain	Dia	dia	0						Alcantarilla,Murcia (comunidad autónoma),España	alcantarilla,murcia-comunidad-autonoma,espana					"ES 21.00263/MU EC,FABRICANTE Y ENVASADOR:,HERO ESPAÑA S.A.,PERTENECIENTE A:,HERO SCHWEIZ AG"	es-21-00263-mu-ec,fabricante-y-envasador,hero-espana-s-a,perteneciente-a,hero-schweiz-ag					Piña, azúcar, gelificante: pectina de cítricos (E-440), zumo de limón a partir de concentrado y antioxidante: ácido L-ascórbico (E-300).											100g	100g	864	kJ			0.1	g	0	g	51	g	50	g			0.3	g	0	g	0	g			864	kJ																																				en:pot	en:glass																								http://www.hero.es/es/productos/mermeladas-y-confituras/mermelada-temporada/es	en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	c	10	b	73		31024	-5	-2	0	0																
8437018455058			es					Maduixa i llavors de sèsam amb gingebre i cacau																					agrofresc	agrofresc		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas del bosque	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams	Punto Verde	en:green-dot	España	en:spain			0																													100g	100g			504	kcal	0.9	g	0.1	g	26.1	g	23.7	g			0.8	g	0	g	0	g			504	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	c	10	b	60	1	31024	-5	-15	1	0																App - yuka, Apps
8426633128041			es					Mermelada extra de melocotón																	325 g		"SALUD E IMAGINACIÓN S.L"	es:salud-e-imaginacion-s-l	INT-SALIM	int-salim		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Desayunos, Untables, Frutas y sus productos, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de melocotón	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:peach-jams	Sin conservantes, Punto Verde	en:no-preservatives,en:green-dot	España	en:spain			0		Unió Europea	es:unio-europea			Sant Llorenç d'hortons	sant-llorenc-d-hortons					L-046-J	l-046-j					Melocoton (63%), fructosa, agua, Espesantes (E-410 y E-440i), Acidulante (E-330)											100g	100g			136	kcal	0	g	0	g	33	g	32	g	0.6	g	6	g	9	g	3.6	g			136	kcal																																																														en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	16	b	70	1	31037	-5	-15	1	0																App - off, Apps, App - yuka
5605466915261			es					Mermelada higo																					Prisca	prisca		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de higos	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:figs-jams			España	en:spain			0																													100g	100g																																																																																						en:sweets	en:sugary-snacks,en:sweets		unknown	unknown		b	60	1	31024	-5	-15	1	0																App - Yuka, Apps
5605466972240			es					Mermelada de higo																	120 g				Prisca	prisca		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de higos	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:figs-jams			España	en:spain			0																													100g	100g																																																																																						en:sweets	en:sugary-snacks,en:sweets		unknown	unknown		b	60	1	31024	-5	-15	1	0																App - yuka, Apps
8410664200005			es					Mermelada de fresa																					dulcemen	dulcemen		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas del bosque, Mermeladas y confituras de fresa	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:strawberry-jams			España	en:spain			0																		pulpa de fresa, jarabe de glucosa y fructosa, azúcar, espesante: 7, E-415), acidulante: E-330, conservadores: (E-202, E-211), colorante: E-120											100g	100g			229	kcal	0	g	0	g	56	g	51	g			0.3	g	0.23	g	0.092	g			229	kcal																																																														en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	12	b	60	1	31024	-5	-15	1	0																App - yuka, Apps, App - smoothie-openfoodfacts
8410095041673			es					Purafruta																	250 g				Helios	helios		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas del bosque, Mermeladas y confituras de fresa	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:strawberry-jams	Ecológico, Punto Verde	en:organic,en:green-dot	España	en:spain			0																		Fresa*, azúcares de fruta*, gelificante: pectina de fruta, concentrado de zanahoria, manzana y grosella negra*. *Procedente de agricultura ecológica. Preparado con 100 g de fresa por 100 g de producto. Contenido total en azúcares 32 g por 100 g											100g	100g	556	kJ	133	kcal	0	g	0	g	32	g	31	g	1.5	g	0.6	g	0.05	g	0.02	g			556	kJ																																																														en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	c	4	b	60	1	31024	-5	-15	1	0																App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
5053826502765			en				wild blueberry preserve	Wild Blueberry Preserve																	200g				fortnum & mason	fortnum-mason		Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Berry jams, Bilberries jams	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:bilberries-jams			Spain	en:spain			0																	Sugar, Blueberries (47%), Concentrated Lemon Juice, Gelling Agent: Citrus Pectin. Produced in an environment that handles: Milk, Eggs, Soya, Gluten, Sulphites & Mustard. Prepared with 52 of fruit per 100g. Total sugar content: 60g per 100g.							Eggs, Gluten, Milk, Soybeans	en:eggs,en:gluten,en:milk,en:soybeans				100g	100g	1019	kJ	240	kcal	0	g			55	g	55	g			0	g	0	g	0	g			1019	kJ																															47	%																														en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	12	b	60	1	31024	-5	-15	1	0																App - yuka, Apps, App - smoothie-openfoodfacts
8410095501375			en						Marmelada extra de Abricot																280 g				Helios	helios		Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Breakfasts, Spreads, Fruits based foods, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Apricot jams	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:apricot-jams	Made in Spain, No added sugar	en:made-in-spain,en:no-added-sugar	France, Spain	en:france,en:spain			0		Valladolid	en:valladolid																										100g	100g			50	kcal	0	g	0	g	17	g	5.7	g			0.5	g	0	g	0	g			50	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	b	0	b	70	1	31037	-5	-15	1	0																App - elcoco, App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
07541391			es					Apricot Extra Jam																	530 g				Happy Belly	happy-belly		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Confituras de albaricoque	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:apricot-jams			España	en:spain			0																													100g	100g			265	kcal	0.30000001192093	g	0	g	64	g	62	g			0.89999997615814	g	0.1	g	0.04	g			265	kcal																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	d	12	b	70	1	31037	-5	-15	1	0																App - yuka, Apps
8410134002146			en					Mermelada naranja amarga																	432 g				La Vieja Fábrica	la-vieja-fabrica		Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams	No gluten	en:no-gluten	Spain	en:spain			0																													100g	100g	1120	kJ	263	kcal	0	g	0	g	65	g	65	g			0.4	g	0	g	0	g			1120	kJ																																																														en:sweets	en:sugary-snacks,en:sweets		unknown	d	12	b	60	1	31024	-5	-15	1	0																App - elcoco, Apps, App - yuka, App - El CoCo, App - smoothie-openfoodfacts
3560070729333			es				Mermelada Naranja Amarga	Merm.naranja																	410 g				Carrefour	carrefour		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de cítricos, Mermeladas y confituras de naranja	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:citrus-jams,en:orange-jams	Nutriscore	en:nutriscore	España	en:spain	Carrefour	carrefour	0																		Azúcar, naranjas amargas y cáscaras de naranjas amargas, espesante: pectina de frutas, acidulante: ácido cítrico.						Ausencia	es:ausencia				100g	100g	1014	kJ	239	kcal	0	g	0	g	59	g	58	g	1	g	0.5	g	0	g	0	g			1014	kJ																													40	g																																en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	d	12	b	72	1	31039	-5	-15	1	0																App - elcoco, App - yuka, Apps, Producers, Producer - carrefour-espana, App - El CoCo, App - Waistline
5021554987758			es					Marmelade Blåbær Uden Tilsat Sukker økologisk 290grfra Clearspring																	290 g				Clearspring	clearspring		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Desayunos, Untables, Frutas y sus productos, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas del bosque, Mermeladas y confituras de arándanos	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:bilberries-jams	Ecológico, en:Soil Association Organic	en:organic,en:soil-association-organic	Francia, España	en:france,en:spain			0																		Mermelada de Fruta Aréndano. Ingredientes. Arândanos* (57%), de frutas*, zumo de limén concentrado*, gelificante: pectina de fruta. *de cultivo ecolôgico certificado.											100g	100g			162	kcal	0.2	g	0.1	g	39	g	36	g	2.2	g	0.5	g	0.1	g	0.04	g			162	kcal																																																														en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	c	6	b	60	1	31024	-5	-15	1	0																App - elcoco, Apps, App - El CoCo, App - Yuka
