code	producer_product_id	producer_version_id	lc	product_name_ca	product_name_de	product_name_el	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_hu	product_name_it	product_name_nl	product_name_pl	product_name_pt	product_name_ro	product_name_sv	product_name_xx	abbreviated_product_name_fr	generic_name_ca	generic_name_de	generic_name_en	generic_name_es	generic_name_fi	generic_name_fr	generic_name_it	generic_name_nl	generic_name_pl	generic_name_pt	generic_name_ro	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_es	origin_fr	origin_nl	manufacturing_places	manufacturing_places_tags	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_de	ingredients_text_el	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pl	ingredients_text_pt	ingredients_text_ro	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	omega-3-fat_value	omega-3-fat_unit	omega-6-fat_value	omega-6-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	added-sugars_value	added-sugars_unit	lactose_value	lactose_unit	soluble-fiber_value	soluble-fiber_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-e_value	vitamin-e_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	vitamin-b12_value	vitamin-b12_unit	biotin_value	biotin_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	molybdenum_value	molybdenum_unit	iodine_value	iodine_unit	caffeine_value	caffeine_unit	ph_value	ph_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	cocoa_value	cocoa_unit	carbon-footprint_value	carbon-footprint_unit	beta-glucan_value	beta-glucan_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_3_weight_measured	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	conservation_conditions_pl	conservation_conditions_ro	warning_fr	warning_nl	preparation_es	preparation_fr	preparation_it	preparation_nl	preparation_pl	preparation_ro	nutriscore_grade_producer	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	customer_service_pl	customer_service_ro	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
8023678162544			es				Oat light																												Isola Bio	isola-bio		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Ecológico, Fabricado en Italia, Sin lactosa	en:organic,en:made-in-italy,en:no-lactose	Francia, Italia, España	en:france,en:italy,en:spain			0							"Abafoods S.r.l., Via Cà Mignola Nuova 1775 – 45021 - Badia Polesine (RO) Italia, Italy"	abafoods-s-r-l,via-ca-mignola-nuova-1775-45021-badia-polesine-ro-italia,italy			IT 05-122 CE	it-05-122-ec		Wasser, Italienischer Hafer* (11%), Meersalz. (**-Biologisch).		water, italian oat* (11%), sea salt. (** - Organic).	agua, avena** (11%), sal marina. (** - de cultivo ecológico).		eau, avoine italienne** (11%), sel marin. (** - Biologique).		water, Italiaanse haver** (11%), zeezout. (** - Biologisch).		água, aveia italiana** (11%), sal marinho. (** - Biológico).								100g	100g			37	kcal	0.6	g	0.1	g	7	g	3.8	g	0.8	g	0.6	g	0.08	g	0.032	g			37	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	3	en:3-processed-foods	b	0	c	52	1	18905	-5	-15	1	0															App - yuka, Apps, app-elcoco
8480024833648			es					Bebida de avena																								250ml			Alteza	alteza		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain	Alteza	alteza	0																water, oats 10%, sunflower oil, sea salt	Agua, Avena 10%, aceite de girasol, sal marina											Frutos de cáscara	en:nuts		100g	100g			42	kcal	1.4	g	0.2	g	6.6	g	4.7	g			0.8	g	0.11	g	0.044	g			42	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	3	en:3-processed-foods	b	1	c	52	1	18905	-5	-15	1	0															App - yuka, Apps, App - InFood
5600798961030			es					Bebida de avena																														Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin gluten, Sin azúcares añadidos, Sin lactosa	en:no-gluten,en:no-added-sugar,en:no-lactose	España	en:spain			0																	Agua, avena (14%), estabilizante (goma gellan), sal marina. Naturalmente sin lactosa y sin gluten. Puede contener trazas de soja y frutos de cáscara.											Frutos de cáscara, Soja	en:nuts,en:soybeans		100g	100g			49	kcal	0.7	g	0.1	g	9.2	g	7.3	g	0.6	g	1.1	g	0.07	g	0.028	g			49	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	c	52	1	18905	-5	-15	1	0															App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
8436583958315			es					Essencials beguda vegetal de civada																														Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, en:Unsweetened plain oat-based drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:unsweetened-plain-oat-based-drinks	Punto Verde, Nutriscore, Nutriscore B	en:green-dot,en:nutriscore,en:nutriscore-grade-b	España	en:spain			0																	aigua, civada (14%), sal i estabilitzador (goma gellan). Pot contenir traces de soja i fruita seca. *Conté els sucres naturalment presents.														100g	100g			46	kcal	0.8	g	0.1	g	8.3	g	6.3	g	0.2	g	1.4	g	0.07	g	0.028	g			46	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	c	52	1	18905	-5	-15	1	0															App - Yuka, Apps, App - El CoCo
8431876289565			es					Bebida de avena calcio 0% azúcares añadidos																											Carrefour Bio, Carrefour	carrefour-bio,carrefour		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Ecológico, Vegetariano, Ecológico UE, Vegano, ES-ECO-016-CL, Unión Vegetariana Europea, Unión Vegetariana y vegana Europea, Nutriscore, Nutriscore B, AB Agriculture Biologique	en:organic,en:vegetarian,en:eu-organic,en:vegan,en:es-eco-016-cl,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:nutriscore,en:nutriscore-grade-b,fr:ab-agriculture-biologique	España	en:spain	Carrefour	carrefour	0																	Agua, avena* (25%), alga marina calcárea: Lithothamnium calcareum, estabilizante (goma gellan) y sal. *Ingredientes procedentes de la agricultura ecológica.									Avena	es:avena	Frutos de cáscara, Soja	en:nuts,en:soybeans		100g	100g	210	kJ	50	kcal	0.8	g	0.1	g	9.3	g	5.9	g	0	g	1.3	g	0.07	g	0.028	g			210	kJ																																																			0	g																																													en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	b	67	1	18905	-5	-15	1	15															App - yuka, Apps, Producers, Producer - carrefour-espana
8410509003136			es					Leche De Avena Con Coco Eco																							1 l		en:Brick	en:brick	Amandin	amandin		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Ecológico, Vegetariano, Ecológico UE, Vegano, ES-ECO-019-CT, ES-ECO-020-CV, Unión Vegetariana Europea, Unión Vegetariana y vegana Europea, Sin azúcares añadidos, Sin lactosa	en:organic,en:vegetarian,en:eu-organic,en:vegan,en:es-eco-019-ct,en:es-eco-020-cv,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:no-added-sugar,en:no-lactose	España	en:spain			0																	Agua, avena (10 %), leche de coco (5%), aceite de girasol, aroma natural, estabilizante: goma gellan.									Gluten	en:gluten				100g	100g			49	kcal	2	g	0.8	g	7.3	g	4.6	g	0.6	g	0.5	g	0.12	g	0.048	g			49	kcal																																																												en:brick																																					en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	b	72		18905	-5	-10	0	15															App - elcoco, App - yuka, Apps, App - El CoCo
4038375025966			es					Hafer choco																											Natumi	natumi		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, en:Cocoa oat-based drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:cocoa-oat-based-drinks	Vegetariano, Vegano, Sin lactosa	en:vegetarian,en:vegan,en:no-lactose	España	en:spain			0																															100g	100g			42	kcal	1.3	g	0.2	g	12.8	g	9.8	g			0.9	g	0.8	g	0.32	g			42	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	c	5	c	52	1	18905	-5	-15	1	0															App - yuka, Apps
4056489355724			es					Bebida de avena con chocolate																											Lidl,Vemondo	lidl,vemondo		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, en:Cocoa oat-based drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:cocoa-oat-based-drinks			España	en:spain			0																	Agua, 10% avena, azúcar, 1% cacao desgrasado*, sales cálcicas de ácido ortofosfórico, estabilizantes: goma gellan, agar-agar; aroma, sal, vitamina D (ergocalciferol).														100g	100g			51	kcal	0.7	g	0.2	g	10	g	7.7	g			1.1	g	0.07	g	0.028	g			51	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	c	52	1	18905	-5	-15	1	0															App - Yuka, Apps, App - El CoCo
280836600130			es					Bebida de Avena																							1 l				"bonÀrea"	bonarea		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain	"bonÀrea"	bonarea	0																	Agua, AVENA (14 %), fosfato tricálcico, estabilizante (goma gellan), sal marina y vitamina D.														100g	100g			49	kcal	0.7	g	0	g	10	g	7	g	0	g	0.6	g	0.06	g	0.024	g			49	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	c	52	1	18905	-5	-15	1	0															App - Yuka, Apps
8422584315691			es					Avena y cacao																											Ecocesta	ecocesta		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, en:Cocoa oat-based drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:cocoa-oat-based-drinks	Ecológico, Ecológico UE, IT-BIO-007	en:organic,en:eu-organic,en:it-bio-007	España	en:spain			0																	Agua, avena* 11% cacao&quot; bajo en grasa de comercio justo 1,5%, aceite de girasol prensado en frío. sal marina, espesante: goma quar&quot; - goma xantana. 1)-De cultivo ecológico. Contiene gluten.									Gluten	en:gluten				100g	100g			48	kcal	1.8	g	0.39	g	7.4	g	4.8	g	0.2	g	1.1	g	0.08	g	0.032	g			48	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	b	67	1	18905	-5	-15	1	15															App - yuka, Apps, App - El CoCo
8423352106817			es					Chocoavena																											YOSOY	yosoy		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, en:Cocoa oat-based drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:cocoa-oat-based-drinks	Sin aditivos	en:no-additives	España	en:spain			0																	Agua, avena (22%), cacao ((1,3%), avellanas tostadas (0,7%), carbonato cálcico, alga Choondrus crispus, vitamina D.									Gluten, Frutos de cáscara	en:gluten,en:nuts				100g	100g	325	kJ	69	kcal	1.2	g	0.2	g	12	g	7.9	g	1.1	g	2.1	g	0.05	g	0.02	g			325	kJ																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	1	en:1-unprocessed-or-minimally-processed-foods	a	-1	c	52	1	18905	-5	-15	1	0															App - elcoco, App - yuka, Apps, App - El CoCo
7394376615870			fr					Avena cacao bio		Avena cacao bio													Leche da avena con cacao								1 l		Plastique, Brique, Carton	en:plastic,en:brick,en:cardboard	Oatly	oatly		"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de céréales, Boissons à l'avoine, Boissons végétales d'avoine au cacao"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:cocoa-oat-based-drinks	Bio, Bio européen, Agriculture non UE, Agriculture UE, Agriculture UE/Non UE, en:FSC, Point Vert, Sans lait, Sans soja, SE-EKO-01, en:fsc-c014047	en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fsc,en:green-dot,en:no-milk,en:no-soy,en:se-eko-01,en:fsc-c014047	France, Espagne	en:france,en:spain	Veritas	veritas	0							Suède	suede									Agua, _avena_ 10%, sirope de agave 3%, cacao 1.1%, sal marina, aroma: extracto de vainilla Bourbon de Madagascar		Eau, _avoine_* (10%), sirop d'agave (4,3 %), poudre de cacao (1,1 %), sel marin, arôme naturel de vanille. *Issus de l'agriculture biologique.							Gluten, es:Avena, Avoine	en:gluten,es:avena,fr:avoine				100g	100g			50	kcal	0.6	g	0.2	g	9.9	g	7.1	g	1.3	g	1.3	g	0.1	g	0.04	g	0	% vol	50	kcal																																																					1.1	g			0.4	g		en:brick	en:plastic						en:cardboard																														en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	0	b	71		18905	-5	-11	1	15															App - yuka, Apps
8422947900199			es					Bebida de avena con cacao															Leche de avena con cacao								1 l	200 ml	Tetra Brik	es:tetra-brik	Soria Natural	soria-natural		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, en:Cocoa oat-based drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:cocoa-oat-based-drinks	Agricultura UE	en:eu-agriculture	España	en:spain	Carrefour	carrefour	0							Castilla y León,España	castilla-y-leon,espana									Agua microfiltrada, Avena* (12%), azúcar integral*, almidón de tapioca*, cacao* en polvo (1%), estabilizante: pectina de frutas, aceite de girasol*, sal marina, aromas naturales. (*=Procedente de agricultura ecológica)														100g	100g	365.58	kJ			0.75	g	0.15	g	18.54	g	4.39	g	0.6	g	1.05	g	0.055	g	0.022	g			365.58	kJ																																																												en:brick	en:tetra-brik																																			http://www.sorianatural.es/es/alimentacion/productos/ecologica/P3621/71/1/bebida-de-avena-ecologica-con-cacao	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	b	63		18905	-5	-4	0	0															
8436545620335			es					Bebida de avena con cacao																											la finestra sul cielo	la-finestra-sul-cielo		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, en:Cocoa oat-based drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:cocoa-oat-based-drinks	Sin gluten, Ecológico, Ecológico UE, Agricultura no UE, Agricultura UE, Agricultura UE/no UE, IT-BIO-006	en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:it-bio-006	Francia, España	en:france,en:spain			0																															100g	100g			60	kcal	0.9	g	0.2	g	11.3	g	10.6	g			1.4	g	0.1	g	0.04	g			60	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	2	b	67	1	18905	-5	-15	1	15															App - yuka, Apps
4038375025904			es		Hafer Choco calcium			Hafer avena choco																							200 ml				Natumi	natumi		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, en:Cocoa oat-based drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:cocoa-oat-based-drinks			España	en:spain			0														Wasser, Vollkomhafer* (12%), Glukosesirup&quot;, magerer Kakao* (1,3%), Sonnenblumenöl*, Meeresalge: Lithothamnium calcareum; Verdickungsmittel: Guarkemmehl*: Meersalz * aus kontrolliert ökologischem Anbau.			agua, avena integral* (12%), sirope de glucosa&quot;, cacao* magro (1,3%), aceite de girasol&quot;, alga marina: Lithothamnium calcareum; espesante: goma de guart; sal marina. * de agricultura ecológica.														100g	100g			69	kcal	1.3	g	0.2	g	12.8	g	9.8	g	1	g	0.9	g	0.08	g	0.032	g			69	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	c	52	1	18905	-5	-15	1	0															App - elcoco, Apps, App - yuka, App - El CoCo
8436019097045			es					Bebida de Avena																							1 L	100g	Tetabrick	es:tetabrick	Auchan	auchan		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Punto Verde, Sin azúcares añadidos, Nutriscore, Nutriscore B	en:green-dot,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-b	España	en:spain	Auchan	auchan	0											FSC-C014047	fsc-c014047					Agua, avena (14%) , sales cálcicas de ácido ortofosforico, estabilizante (goma gellan), sal, y vitamina D (ergocalciferol).											Puede-contener-trazas-de-soja-y-de-frutos-de-cascara	es:puede-contener-trazas-de-soja-y-de-frutos-de-cascara		100g	100g			46	kcal	0.8	g	0.1	g	8.3	g	6.3	g			1.4	g	0.07	g	0.028	g			46	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	1	c	52	1	18905	-5	-15	1	0															App - yuka, Apps, App - smoothie-openfoodfacts
8480024833655			es					Bebida de avena																											Alteza	alteza		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain	Alteza	alteza	0																															100g	100g			42	kcal	1.4	g	0.2	g	6.6	g	4.7	g			0.08	g	0.11	g	0.044	g			42	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	1	c	52	1	18905	-5	-15	1	0															App - yuka, Apps
7394376616433			es					Bebida de avena																							250ml				Oatly	oatly		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain			0																															100g	100g			50	kcal	1.5	g	0.2	g	6.6	g	4.1	g			1	g	0.11	g	0.044	g			50	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	0	c	52	1	18905	-5	-15	1	0															App - yuka, Apps
